web-scraper-order,web-scraper-start-url,pokemon_info
"1707412475-52","https://pokemondb.net/pokedex/game/red-blue-yellow","#052
 Meowth
 Normal"
"1707412475-53","https://pokemondb.net/pokedex/game/red-blue-yellow","#053
 Persian
 Normal"
"1707412475-54","https://pokemondb.net/pokedex/game/red-blue-yellow","#054
 Psyduck
 Water"
"1707412475-55","https://pokemondb.net/pokedex/game/red-blue-yellow","#055
 Golduck
 Water"
"1707412475-56","https://pokemondb.net/pokedex/game/red-blue-yellow","#056
 Mankey
 Fighting"
"1707412475-57","https://pokemondb.net/pokedex/game/red-blue-yellow","#057
 Primeape
 Fighting"
"1707412475-58","https://pokemondb.net/pokedex/game/red-blue-yellow","#058
 Growlithe
 Fire"
"1707412475-59","https://pokemondb.net/pokedex/game/red-blue-yellow","#059
 Arcanine
 Fire"
"1707412475-60","https://pokemondb.net/pokedex/game/red-blue-yellow","#060
 Poliwag
 Water"
"1707412475-61","https://pokemondb.net/pokedex/game/red-blue-yellow","#061
 Poliwhirl
 Water"
"1707412475-62","https://pokemondb.net/pokedex/game/red-blue-yellow","#062
 Poliwrath
 Water · Fighting"
"1707412475-63","https://pokemondb.net/pokedex/game/red-blue-yellow","#063
 Abra
 Psychic"
"1707412475-64","https://pokemondb.net/pokedex/game/red-blue-yellow","#064
 Kadabra
 Psychic"
"1707412475-65","https://pokemondb.net/pokedex/game/red-blue-yellow","#065
 Alakazam
 Psychic"
"1707412475-66","https://pokemondb.net/pokedex/game/red-blue-yellow","#066
 Machop
 Fighting"
"1707412475-67","https://pokemondb.net/pokedex/game/red-blue-yellow","#067
 Machoke
 Fighting"
"1707412475-68","https://pokemondb.net/pokedex/game/red-blue-yellow","#068
 Machamp
 Fighting"
"1707412475-69","https://pokemondb.net/pokedex/game/red-blue-yellow","#069
 Bellsprout
 Grass · Poison"
"1707412475-70","https://pokemondb.net/pokedex/game/red-blue-yellow","#070
 Weepinbell
 Grass · Poison"
"1707412475-71","https://pokemondb.net/pokedex/game/red-blue-yellow","#071
 Victreebel
 Grass · Poison"
"1707412475-72","https://pokemondb.net/pokedex/game/red-blue-yellow","#072
 Tentacool
 Water · Poison"
"1707412475-73","https://pokemondb.net/pokedex/game/red-blue-yellow","#073
 Tentacruel
 Water · Poison"
"1707412475-74","https://pokemondb.net/pokedex/game/red-blue-yellow","#074
 Geodude
 Rock · Ground"
"1707412475-75","https://pokemondb.net/pokedex/game/red-blue-yellow","#075
 Graveler
 Rock · Ground"
"1707412475-76","https://pokemondb.net/pokedex/game/red-blue-yellow","#076
 Golem
 Rock · Ground"
"1707412475-77","https://pokemondb.net/pokedex/game/red-blue-yellow","#077
 Ponyta
 Fire"
"1707412475-78","https://pokemondb.net/pokedex/game/red-blue-yellow","#078
 Rapidash
 Fire"
"1707412475-79","https://pokemondb.net/pokedex/game/red-blue-yellow","#079
 Slowpoke
 Water · Psychic"
"1707412475-80","https://pokemondb.net/pokedex/game/red-blue-yellow","#080
 Slowbro
 Water · Psychic"
"1707412475-81","https://pokemondb.net/pokedex/game/red-blue-yellow","#081
 Magnemite
 Electric"
"1707412475-82","https://pokemondb.net/pokedex/game/red-blue-yellow","#082
 Magneton
 Electric"
"1707412475-83","https://pokemondb.net/pokedex/game/red-blue-yellow","#083
 Farfetch'd
 Normal · Flying"
"1707412475-84","https://pokemondb.net/pokedex/game/red-blue-yellow","#084
 Doduo
 Normal · Flying"
"1707412475-85","https://pokemondb.net/pokedex/game/red-blue-yellow","#085
 Dodrio
 Normal · Flying"
"1707412475-86","https://pokemondb.net/pokedex/game/red-blue-yellow","#086
 Seel
 Water"
"1707412475-87","https://pokemondb.net/pokedex/game/red-blue-yellow","#087
 Dewgong
 Water · Ice"
"1707412475-88","https://pokemondb.net/pokedex/game/red-blue-yellow","#088
 Grimer
 Poison"
"1707412475-89","https://pokemondb.net/pokedex/game/red-blue-yellow","#089
 Muk
 Poison"
"1707412475-90","https://pokemondb.net/pokedex/game/red-blue-yellow","#090
 Shellder
 Water"
"1707412475-91","https://pokemondb.net/pokedex/game/red-blue-yellow","#091
 Cloyster
 Water · Ice"
"1707412475-92","https://pokemondb.net/pokedex/game/red-blue-yellow","#092
 Gastly
 Ghost · Poison"
"1707412475-93","https://pokemondb.net/pokedex/game/red-blue-yellow","#093
 Haunter
 Ghost · Poison"
"1707412475-94","https://pokemondb.net/pokedex/game/red-blue-yellow","#094
 Gengar
 Ghost · Poison"
"1707412475-95","https://pokemondb.net/pokedex/game/red-blue-yellow","#095
 Onix
 Rock · Ground"
"1707412475-96","https://pokemondb.net/pokedex/game/red-blue-yellow","#096
 Drowzee
 Psychic"
"1707412475-97","https://pokemondb.net/pokedex/game/red-blue-yellow","#097
 Hypno
 Psychic"
"1707412475-98","https://pokemondb.net/pokedex/game/red-blue-yellow","#098
 Krabby
 Water"
"1707412475-99","https://pokemondb.net/pokedex/game/red-blue-yellow","#099
 Kingler
 Water"
"1707412475-100","https://pokemondb.net/pokedex/game/red-blue-yellow","#100
 Voltorb
 Electric"
"1707412475-101","https://pokemondb.net/pokedex/game/red-blue-yellow","#101
 Electrode
 Electric"
"1707412475-102","https://pokemondb.net/pokedex/game/red-blue-yellow","#102
 Exeggcute
 Grass · Psychic"
"1707412475-103","https://pokemondb.net/pokedex/game/red-blue-yellow","#103
 Exeggutor
 Grass · Psychic"
"1707412475-104","https://pokemondb.net/pokedex/game/red-blue-yellow","#104
 Cubone
 Ground"
"1707412475-105","https://pokemondb.net/pokedex/game/red-blue-yellow","#105
 Marowak
 Ground"
"1707412475-106","https://pokemondb.net/pokedex/game/red-blue-yellow","#106
 Hitmonlee
 Fighting"
"1707412475-107","https://pokemondb.net/pokedex/game/red-blue-yellow","#107
 Hitmonchan
 Fighting"
"1707412475-108","https://pokemondb.net/pokedex/game/red-blue-yellow","#108
 Lickitung
 Normal"
"1707412475-109","https://pokemondb.net/pokedex/game/red-blue-yellow","#109
 Koffing
 Poison"
"1707412475-110","https://pokemondb.net/pokedex/game/red-blue-yellow","#110
 Weezing
 Poison"
"1707412475-111","https://pokemondb.net/pokedex/game/red-blue-yellow","#111
 Rhyhorn
 Ground · Rock"
"1707412475-112","https://pokemondb.net/pokedex/game/red-blue-yellow","#112
 Rhydon
 Ground · Rock"
"1707412475-113","https://pokemondb.net/pokedex/game/red-blue-yellow","#113
 Chansey
 Normal"
"1707412475-114","https://pokemondb.net/pokedex/game/red-blue-yellow","#114
 Tangela
 Grass"
"1707412475-115","https://pokemondb.net/pokedex/game/red-blue-yellow","#115
 Kangaskhan
 Normal"
"1707412475-116","https://pokemondb.net/pokedex/game/red-blue-yellow","#116
 Horsea
 Water"
"1707412475-117","https://pokemondb.net/pokedex/game/red-blue-yellow","#117
 Seadra
 Water"
"1707412475-118","https://pokemondb.net/pokedex/game/red-blue-yellow","#118
 Goldeen
 Water"
"1707412475-119","https://pokemondb.net/pokedex/game/red-blue-yellow","#119
 Seaking
 Water"
"1707412475-120","https://pokemondb.net/pokedex/game/red-blue-yellow","#120
 Staryu
 Water"
"1707412475-121","https://pokemondb.net/pokedex/game/red-blue-yellow","#121
 Starmie
 Water · Psychic"
"1707412475-122","https://pokemondb.net/pokedex/game/red-blue-yellow","#122
 Mr. Mime
 Psychic"
"1707412475-123","https://pokemondb.net/pokedex/game/red-blue-yellow","#123
 Scyther
 Bug · Flying"
"1707412475-124","https://pokemondb.net/pokedex/game/red-blue-yellow","#124
 Jynx
 Ice · Psychic"
"1707412475-125","https://pokemondb.net/pokedex/game/red-blue-yellow","#125
 Electabuzz
 Electric"
"1707412475-126","https://pokemondb.net/pokedex/game/red-blue-yellow","#126
 Magmar
 Fire"
"1707412475-127","https://pokemondb.net/pokedex/game/red-blue-yellow","#127
 Pinsir
 Bug"
"1707412475-128","https://pokemondb.net/pokedex/game/red-blue-yellow","#128
 Tauros
 Normal"
"1707412475-129","https://pokemondb.net/pokedex/game/red-blue-yellow","#129
 Magikarp
 Water"
"1707412475-130","https://pokemondb.net/pokedex/game/red-blue-yellow","#130
 Gyarados
 Water · Flying"
"1707412475-131","https://pokemondb.net/pokedex/game/red-blue-yellow","#131
 Lapras
 Water · Ice"
"1707412475-132","https://pokemondb.net/pokedex/game/red-blue-yellow","#132
 Ditto
 Normal"
"1707412475-133","https://pokemondb.net/pokedex/game/red-blue-yellow","#133
 Eevee
 Normal"
"1707412475-134","https://pokemondb.net/pokedex/game/red-blue-yellow","#134
 Vaporeon
 Water"
"1707412475-135","https://pokemondb.net/pokedex/game/red-blue-yellow","#135
 Jolteon
 Electric"
"1707412475-136","https://pokemondb.net/pokedex/game/red-blue-yellow","#136
 Flareon
 Fire"
"1707412475-137","https://pokemondb.net/pokedex/game/red-blue-yellow","#137
 Porygon
 Normal"
"1707412475-138","https://pokemondb.net/pokedex/game/red-blue-yellow","#138
 Omanyte
 Rock · Water"
"1707412475-139","https://pokemondb.net/pokedex/game/red-blue-yellow","#139
 Omastar
 Rock · Water"
"1707412475-140","https://pokemondb.net/pokedex/game/red-blue-yellow","#140
 Kabuto
 Rock · Water"
"1707412475-141","https://pokemondb.net/pokedex/game/red-blue-yellow","#141
 Kabutops
 Rock · Water"
"1707412475-142","https://pokemondb.net/pokedex/game/red-blue-yellow","#142
 Aerodactyl
 Rock · Flying"
"1707412475-143","https://pokemondb.net/pokedex/game/red-blue-yellow","#143
 Snorlax
 Normal"
"1707412475-144","https://pokemondb.net/pokedex/game/red-blue-yellow","#144
 Articuno
 Ice · Flying"
"1707412475-145","https://pokemondb.net/pokedex/game/red-blue-yellow","#145
 Zapdos
 Electric · Flying"
"1707412475-146","https://pokemondb.net/pokedex/game/red-blue-yellow","#146
 Moltres
 Fire · Flying"
"1707412475-147","https://pokemondb.net/pokedex/game/red-blue-yellow","#147
 Dratini
 Dragon"
"1707412475-148","https://pokemondb.net/pokedex/game/red-blue-yellow","#148
 Dragonair
 Dragon"
"1707412475-149","https://pokemondb.net/pokedex/game/red-blue-yellow","#149
 Dragonite
 Dragon · Flying"
"1707412475-150","https://pokemondb.net/pokedex/game/red-blue-yellow","#150
 Mewtwo
 Psychic"
"1707412475-151","https://pokemondb.net/pokedex/game/red-blue-yellow","#151
 Mew
 Psychic"
